,index,date,time,user_name,text,retweeted,preprocessed_text
2029,177,26/02/2018,15:31,MrDrejko,@TeamKnowhowUK Would you be able to price match Amazon's price with yours for this item?  ,False,
2036,184,26/02/2018,15:33,TeamKnowhowUK,"@Oilyduck65 Hi Darren, the £9.99 charge is for next day delivery, the charge for your date of choice does increase the cost to £19.99. For more info on our Delivery charges, take a look at the following;
 - Becky",False,
2038,186,26/02/2018,15:42,Oilyduck65,"@TeamKnowhowUK It does not state that on the web page tho, this is my charge for the wed. My local currys does not stock this so I have to travel out to the nearest town that has it in stock. The website is misleading! ",False,
2039,187,26/02/2018,15:52,JoanneClough3,"Be careful if you receive a txt like this, it’s a scam  #SCAM #scamtxt @curryspcworld ",False,
2040,188,26/02/2018,15:54,UncleCrepitus,@spacecommunism I then got basically an identical job working for Currys just to hammer home how fucking pointless and meaningless these processes actually are,False,
2041,189,26/02/2018,16:06,SeekingSalmon,"@TeamKnowhowUK doesn't know how to install a washing machine, doesn't recycle a product despite both services being paid for. Now can't contact Team Knowhow or @Curryspcworld to help. Extremely disappointed. Is this the customer service you offer???",False,
2042,190,26/02/2018,16:10,BeNosey,"Currys PC World Business The New name for PC World Business
 
Your favourite business IT products + the full... ",False,
2043,191,26/02/2018,16:15,MrAndyLane,@TeamKnowhowUK It might be worth removing the option from the checkout then. Also some contact re payment not going through would be nice. Lesson learned - don’t shop at Currys in future,False,
2044,192,26/02/2018,16:16,PaulTobin4,"@MartinSLewis was looking for vax aaa+ pet carpet solution 1.5ltr. Cheapest I found was £5.99 in currys &amp; amazon prime,  was £9.96, Tesco direct 11.50, Argos 12.49, b&amp;q £13.00 and Robert dyas £13.49. Not sure what the rrp is meant to be for the product",False,
2045,193,26/02/2018,16:26,hognbones,@CurrysPCWorldIE anybody home ? Phones line nobody is picking up . Delivery is way delayed . No call no text . Nothing . Currys you are number 1 in bad service . No 1 .,False,
2046,194,26/02/2018,16:31,thatdudesk,A yr later Under armour dropped some dope currys I couldnt cop smh ,False,
2048,196,26/02/2018,16:44,CaldyGaming,Everyone is calling for Pachulia to be banned from the NBA. Where were these people when Dellavadova was diving at back to back unanimous MVP Currys knees in 2015?,False,
2050,198,26/02/2018,16:45,IDONTGAF111,@curryspcworld So how long do I have to wait for 1 of you to get back to me about this cooker you scammed me with it’s still not been repaired robbing bastards,False,
2051,199,26/02/2018,16:48,Kymmyg2011,Can you find receipts for previous purchases @curryspcworld,False,
2055,203,26/02/2018,16:54,YBHannigan,Yeezus stfu old man ,False,
2056,204,26/02/2018,16:59,uktoppromocodes,#Currys – 10% off the Marked Price on Drones. - #Coupon -&gt; ,False,
2057,205,26/02/2018,17:02,LetsDeals_co_uk,Hoover Dynamic Next DX C10DE Smart 10 kg Condenser Tumble Dryer - £229.99 @ Currys -  ,False,
2060,208,26/02/2018,17:25,Amelia_TS,"@curryspcworld Have to say ! ""the service at your Newbury branch was appalling""! 8 people I counted talking to each other and no one serving!! Then was given wrong information about a product and wasted 4 hours of my day, then returned it! And was spoken to rudely!!",False,
2061,209,26/02/2018,17:28,CableUK_news,"Save up to £50 on #Chromebook deals at @curryspcworld PC World

 ",False,
2062,210,26/02/2018,17:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ",False,
2064,212,26/02/2018,17:33,FortuneFerret,"FREEISH Collect Nectar points at Sainsburys, Ebay, Homebase, Argos, Currys and others aaaaand then spend those points on a Nero coffee! //buff.ly/2G0U0R1""",False,
2065,213,26/02/2018,17:33,duffyvansittart,@curryspcworld Hiya. From saying I’d like to buy this laptop to still be waiting to walk out the sort with it 75 minutes later normal?,False,
2066,214,26/02/2018,17:34,SimonScottuk,"@curryspcworld

Try English

Its Aitch not haitch

Won't be buying from you,,, got kids to think about

Try English, it'll do you the world of good.",False,
2068,216,26/02/2018,17:39,fullylaced005,"And I cant wait til im off work so I can go buy me some currys, need the new hoop shoes fasholy. Had my shits for hella fuckin long",False,
2069,217,26/02/2018,17:47,Madagascar_Pie,@curryspcworld @TeamKnowhowUK Hello does your price promise include purchase at @verynetwork ?,False,
2070,218,26/02/2018,17:50,cammy2,@theresa_may Or alternatively pop into your nearest currys pc world and see if we can save you money on your energy bills,False,
2072,220,26/02/2018,18:00,AntonioReyX360,"@PCMagUKDeals @PCMag @curryspcworld "" weapons of mass destruction ""
to remotely control a vehicle unlicensed or checked with potential to become a tool for  terrorist ""
if you thought guns was a problem wait till these these start carrying 3d Printed guns or "" Crock Pot Explosive Devices "" 
#Drones  #Market",False,
2073,221,26/02/2018,18:00,ESLUK,"[LIVE]  The Final Week of The @ESL Premiership 2018 Spring Season for @Rainbow6Game!  

Powered by @IntelUK &amp; @curryspcworld! #ESLPrem ",False,
2079,227,26/02/2018,18:15,SimonScottuk,"One Fousand

Well done @curryspcworld

Why do we have to put up with utter morons!!!",False,
2080,228,26/02/2018,18:16,codyboucher81,"@LavarBigBaller3 @foster_braden @WayOfMarkus @TheHoopCentral Currys first mvp he deserved it... he finished 2nd in the west and had better stats then curry in every column, he did this all while his 2nd best player was out for half the season...",False,
2081,229,26/02/2018,18:18,o2bagooner,@curryspcworld when you advertise something as being available for collection from your store to be told by the staff that is is not actually in stock is incompetence. To offer to order the item for collection is either deliberate offence or rank stupidity.,False,
2082,230,26/02/2018,18:26,LavarBigBaller3,@foster_braden @codyboucher81 @WayOfMarkus @TheHoopCentral Currys first was in 14-15 correct?,False,
2086,234,26/02/2018,18:49,AnthonyJBurt,"@vashti_hardy @TheGEAcademy @SJOHart Absolutely! Anyway, I must head off to Currys before they shut. Im thinking I might get one of those fridges with the cold drink dispenser in the front. You know, cos its just so damn hot at the moment.x",False,
2087,235,26/02/2018,18:53,elc_x,@curryspcworld my 5 month old jvc tv is showing dark marks behind the screen. Is there anything I do to to get rid of this ? I initially thought it was just a dirty mark but it doesn’t come off. ,False,
2089,237,26/02/2018,18:56,MissLyallXXX,@curryspcworld I’m absolutely disgusted by the way I have been treated today! I will say a lot more on this matter very soon,False,
2090,238,26/02/2018,18:56,Harrytheteeth19,"Opened the new oven that was delivered yesterday. Bits of metal hanging off, the door squwif. After 4 phone calls it’s been replaced. Not too happy about slicing my hand on the damaged parts like. And the fact I’ll have to wait in another bloody day @TeamKnowhowUK @curryspcworld ",False,
2091,239,26/02/2018,19:00,ESLUK,"[LIVE]  The @ESL Premiership 2018 Spring Season for Counter-Strike: Global Offensive!   

Powered by @IntelUK &amp; @curryspcworld! #ESLPrem ",False,
2092,240,26/02/2018,19:03,MissLyallXXX,@curryspcworld I will make sure everyone I know and everyone will be told how I have been treated here today! I will make sure they never buy from this place ! Your staff are ridiculously horrible!,False,
2093,241,26/02/2018,19:05,expertreviews,"Save £55 on the Dell Inspiron 13 Laptop in the @curryspcworld flash sale. Hurry, the sale ends today!  ",False,
2094,242,26/02/2018,19:06,PeteJWilkinson,@curryspcworld Another disappointing day dealing with Currys. I feel sorry for the guys on the other end of the phone it must feel so bed knowing you have yet again let the customer down.,False,
2095,243,26/02/2018,19:12,Laine5213,@ExpertZone @Del_Boy_Guru Guess Currys/PCWorld is one of those ,False,
2096,244,26/02/2018,19:21,EthanSzcz1,@DPD_UK Where in Currys is the Collection point for DPD Collect?,False,
2097,245,26/02/2018,19:24,Gallan2k9,@Kieran6430 @TeamKnowhowUK Currys Twitter bot fail,False,
2098,246,26/02/2018,19:26,mr_phoney,Why does your helpline 03445611234 on website say open 8am - 8pm yet when I call for help with 4 day old fridge freezer with fault code E3 it says open til 6pm @curryspcworld @TeamKnowhowUK,False,
2099,247,26/02/2018,19:27,William_Pennell,hey @jackburnell I know you were looking into these but this is a good price if not already started...  ,False,
2100,248,26/02/2018,19:29,csam79,Currys Pc World your service is disgusting.,False,
2101,249,26/02/2018,20:11,dinny2015,Would be interested to know how many people get paid between 20th and 26th of the month @curryspcworld ,False,
2102,250,26/02/2018,20:20,MastaCracka,You're comparing a one time incident to a repeat offender ,False,
2103,251,26/02/2018,20:29,qualityvegman,"Currys have got an offer on where you can get a 60"" HD Sony TV for £750 but you get £75 off the price for every game West Brom win between now and the end of the season. 

So you can get a £750 TV for only £750.

#wwfc
#wbafc
#avfc",False,
2104,252,26/02/2018,20:33,Hinkinsan,@ushijichan currys waiting for their wedding,False,
2107,255,26/02/2018,20:47,Pete4PM,@curryspcworld That's Ultra H (aitch) D. Please tell the dude on your TV ad.,False,
2108,256,26/02/2018,20:50,Svennyhill,"@gompstomp78 I bought mine from currys. Shop around, might get price match from John Lewis with longer warranty",False,
2109,257,26/02/2018,20:50,lifeofdanblog,"@TeamKnowhowUK Hi Richard, I was meant to be getting a callback from a supervisor this evening. This has not happened, yet another let down from Currys Pc World.",False,
2110,258,26/02/2018,20:53,DeanConstantino,"@mja1980 hello mate, random one. What branch of Currys are you working in these days?",False,
2111,259,26/02/2018,20:58,KateseeScott,@TeamKnowhowUK I cannot believe the appalling service we received from you today. I shall not be using @curryspcworld again.,False,
2112,260,26/02/2018,21:00,PrimeLavarBall,"@Adames1995 @Justin2k_ @iamjeiru @LORAFRIMANE @BleacherReport @SmithRaps Once again you cannot use that arguement against me because in 2015-2016 curry had a 35% usg rate Westbrook had a 30% usg rate and Westbrook still avg 4 more assist then curry , players also shoot 25% better off Westbrook’s playmaking to currys 17%",False,
2113,261,26/02/2018,21:11,PrimeLavarBall,@Adames1995 @Justin2k_ @iamjeiru @LORAFRIMANE @BleacherReport @SmithRaps Lol you’re right assist aren’t the only thing that measure playmaking ... but the problem is westbrook STILL beats curry in every playmaking stat aswell lmfaoo . Like I said players shoot 25% off Westbrook’s playmaking 17% of currys playmaking,False,
2114,262,26/02/2018,21:13,PrimeLavarBall,@Adames1995 @Justin2k_ @iamjeiru @LORAFRIMANE @BleacherReport @SmithRaps Westbrook is t2 this year in stls and t8 in deflections and every single one of his defense stats are better then both currys and hardens . Hmm I wonder why that is . You’re arguing facts lol,False,
2115,263,26/02/2018,21:22,its__bob1,"@TeamKnowhowUK @curryspcworld been trying to buy an item for days now but the site doesnt accept the postcode at checkout, even though ive previously ordered/recieved goods at that address. Reported it and told it would be sorted Sunday afternoon but still doesnt work!",False,
2116,264,26/02/2018,21:27,D_BEAMEN,He said you can't wear steph currys to church  #OrCanYou,False,
2117,265,26/02/2018,21:30,PrimeLavarBall,@Adames1995 @Justin2k_ @iamjeiru @LORAFRIMANE @BleacherReport @SmithRaps Players last year shot 30% off Westbrooks passes to wide open 3p shooters . Players shot 40% off currys passes to wide open shooters . Lol passing to shooters is the easiest assist in the nba ... ,False,
2118,266,26/02/2018,21:31,PrimeLavarBall,"@Adames1995 @Justin2k_ @iamjeiru @LORAFRIMANE @BleacherReport @SmithRaps That would actually be an arguement if ALL of Westbrook’s defensive stats weren’t better then currys lol , the steals and deflections are just a plus . You can’t win these lame arguements \ excuses you use on casuals don’t work on me bro ",False,
2119,267,26/02/2018,21:39,mellotheophil,Yes... Look at Currys first 6 seasons. Dudes ankles were so bad he almost was out the league. ,False,
2120,268,26/02/2018,21:42,Compton_Mayor,"Kids be like I want the new Jordan's,,I be like who is Michael Jordan?They say I don't knowI be like exactly,,where some Lebrons or some KD's or some Steph Currys bro",False,
2122,270,26/02/2018,21:50,86aadish,The latest The The Whole Home Connect Daily Daily!  Thanks to @teQwise @curryspcworld @HavaLiving #technology,False,
2123,271,26/02/2018,21:53,gary_priestley,@KennyLa26409190 not fitbit ionic smartwatch that are waterproof £239 Currys is cheapest I could find it even cheaper than ebay umless you bid on one,False,
2125,273,26/02/2018,22:04,buconlabruja,Hence the drum is rubbing on the side casing....some lovely features though. Do I ring @curryspcworld or you? ,False,
2127,275,26/02/2018,22:14,PrimeLavarBall,@Adames1995 @Justin2k_ @iamjeiru @LORAFRIMANE @BleacherReport @SmithRaps Westbrook’s peak in playmaking is still better then currys tho ...,False,
2128,276,26/02/2018,22:18,PrimeLavarBall,"@Adames1995 @Justin2k_ @iamjeiru @LORAFRIMANE @BleacherReport @SmithRaps - when you can’t argue facts lol . you literally admitted it a few seconds ago by saying passing isn’t currys strong suit  wanna compare assist ? Westbrook wins , wanna compare box plus minus Westbrook wins , wanna compare assist % Westbrook wins , players shooting russ wins",False,
2129,277,26/02/2018,22:19,MG_MUFC,Is there a more annoying voice than the woman on the Currys PC World advert. Nails down a chalkboard ,False,
2130,278,26/02/2018,22:24,jlint91,"Boots don’t sell boots, Currys dont sell currys, but @kfc must sell chicken!",False,
2131,279,26/02/2018,22:26,PrimeLavarBall,"@Adames1995 @Justin2k_ @iamjeiru @LORAFRIMANE @BleacherReport @SmithRaps Isn’t near currys level yet facts say otherwise lmfaoo the only thing curry truly has over westbrook is Effiency and that’s helped by a system okc is russ or die , kinda like lebrons teams difference is lebron is 6’9",False,
2132,280,26/02/2018,22:46,JJtheironiclady,@curryspcworld brought a washing machine in January its been no good from the start no its broken down and you after refusing to refund me is this your  policy?  shop tell me it worked for 30 days and that is  good enough,False,
2133,281,26/02/2018,22:47,LibrePC,#Chromebook Save up to £50 on Chromebook deals at Currys PC World -  ,False,
2134,282,26/02/2018,22:48,ConnorDay123,"@curryspcworld hi, have you stopped giving away a canon camera bag with the Canon 1300D 35-55 75-300 mm bundle? Thanks. (Considering ordering one)",False,
2135,283,26/02/2018,22:49,EastEndBhoy81,@Juliecelticmad  av got irn bru and a few currys am sorted,False,
2136,284,26/02/2018,22:53,greatgrump,"@curryspcworld  genuinely good service in store at Macclesfield, but direct phone line and daft policies ruined it. 45 minutes of life wasted",False,
2138,286,26/02/2018,23:32,cssamscc,"@OC3D About 4 months ago, I bought a samsung 960 EVO nvme from Maplins, but I actually used their price match service to get it from 140 down to 119 at curryspcworld. It's a shame they're going, grew up buying a lot of my tech from them. Competition is too much now.",False,
2140,288,27/02/2018,00:01,FloodEmpire,@SportsTalkJo3 This is sadly probably Currys least greatest achievement,False,
2141,289,27/02/2018,00:09,panda158,@PLHS_HOSA_ in currys room?,False,
2142,290,27/02/2018,00:15,audreywaldo,@yungoIivia thought this was steph currys daughter at first LMAO,False,
2143,291,27/02/2018,00:18,steeltalkfinest,"A laptop &amp; VR set was just over £1,000 last Christmas and now it’s £1,800. Are you fucking High? #MSI @curryspcworld",False,
2144,292,27/02/2018,00:19,rtgft89ua,.. INDIAN FISH CURRYS SERVED WITH RICE PORRIDGE,False,
2145,293,27/02/2018,00:21,joeau92,"@warriors @StephenCurry30 Jon is ready for the Warriors vs Spurs game in San Antonio on March 19. He has been collecting Warriors merchandise for yrs and is Currys biggest fan. He hopes to meet him one day. 
#DubNation ",False,
2146,294,27/02/2018,00:28,STUDIOLIFEMAG,"The Making of Denzel Curry's ""Ultimate"" With @RONNYJLISTENUP  #STUDIOLIFE,",False,
2147,295,27/02/2018,00:33,bgoldgrab,@FisolaNYDN 99% of warriors jerseys here are brand-new Currys,False,
2148,296,27/02/2018,01:00,gluegun000,@CNN @CNNOpinion Currys a freakin tool.,False,
2149,297,27/02/2018,01:51,samkramer77,I can feel one of currys signature cheat code hot streaks coming @NBATV #nbatv #nba,False,
2150,298,27/02/2018,01:57,CJ_Folks,I want my Currys @FedEx !,False,
2151,299,27/02/2018,02:00,theukhighstreet,Currys PCWorld (@curryspcworld): Get £100 Off Selected Hp Laptops And Desktops  .. #voucher ,False,
2154,302,27/02/2018,03:51,Aye_Lonte24,@mattybucketsss Uhhhh you maybe right about that one.. But if Russ had Currys team then maybe he would,False,
2155,303,27/02/2018,04:03,realpromocode,#Currys - Trade in and save £150 when you buy the Samsung QuickDrive washing machine plus Free ... - #PromoCode -&gt;  ,False,
2158,306,27/02/2018,05:20,trend247,Why Steph Currys career is finally DESTROYED!! KEVIN DURANT STOLE FINALS MVP! | #KevinDurant ,False,
2159,307,27/02/2018,05:30,uktoppromocodes,#Currys – Trade in and save £150 when you buy the Samsung QuickDrive washing machine plus Free ... - #Coupon -&gt; ,False,
2160,308,27/02/2018,05:49,Jg30Galvez,I can't wait for my Currys to come in!!!,False,
2162,310,27/02/2018,07:05,abdiraxmanabla,Ali was honestly a gem the world needs more Ali's x10 ,False,
2164,312,27/02/2018,07:09,abdiraxmanabla,Ali was honestly a gem! The world needs more Ali's x10 ,False,
2167,315,27/02/2018,08:31,NBA_Mixes,Kawhi Leanord picks Currys pockets and slams it home ,False,
2168,316,27/02/2018,08:33,RadioDUT,#DUTStrike going towards open house and then down Steve biko to Currys fountain... ,False,
2169,317,27/02/2018,08:34,Jackielew5754,"@curryspcworld customer service is shocking. Been without a fridge for 22 days due to a having a faulty one. No help from managers in store. #dontbuyfromcurryspcworld
#badcustomerservice#toldallfamilyandfriends#bloodyuselesscompany",False,
2170,318,27/02/2018,08:36,Jackielew5754,"@curryspcworld customer service is shocking. Been without a fridge for 22 days due to a having a faulty one. No help from managers in store. #dontbuyfromcurryspcworld
#badcustomerservice
#toldallfamilyandfriends
#bloodyuselesscompany",False,
2172,320,27/02/2018,08:43,Jackielew5754,"DONT BUY FROM @curryspcworld 
#uselesscustomerservice
#poorcustomerservice
#llanellicurryspcworld",False,
2173,321,27/02/2018,08:53,Jackielew5754,"Where not to shop? #curryspcWorld
#llanellicurryspcworld
#poorcustomerservice
#crappymanagement
#spreadtheword",False,
2178,326,27/02/2018,09:28,SidShorthouse,Last day off from work today until April and I have to go to Currys later which is past Burger King #thiscouldbetough,False,
2179,327,27/02/2018,09:45,MingSwift,"I'm looking for an iPhone chest mount, any suggestions?  Here's one for a Go Pro, this is the type of thing I'm looking for ",False,
2180,328,27/02/2018,09:55,aaronlivo,"@curryspcworld Morning, trying to spend some money on your website but getting errors on your website when trying to get to the checkout, tried on different devices.",False,
2181,329,27/02/2018,10:00,JCPinBeds,Passionate about the latest innovations? So be a Store Support Colleague – Currys PC World @JobsatDC #Bedford Info/Apply:  #RetailJobs #SalesJobs #BedfordJobs ,False,
2182,330,27/02/2018,10:04,CARUSOEUGENIA,"@TeamKnowhowUK still no reply do I take it you are now ignoring me? I need to take the matter further? I don’t particularly want to but ok,shame I thought you guys might be reasonable .@curryspcworld #consumerrights #tradingstandards",False,
2183,331,27/02/2018,10:07,reporteyes1,New post (Five years ago Stephen Curry's 54-point game helped redefine the NBA) has been published on ReportEyes - ,False,
2184,332,27/02/2018,10:12,vipul__vipul,"@curryspcworld 
I placed order for the (mini  transformer Asus) last month twice but both got canceled after the payment. The third order CUR1851045202 shows the status pending as your team can not trace the item in logistic and can't refund me. very unethical.",False,
2185,333,27/02/2018,10:18,rzdiandian2,Five years ago Stephen Curry's 54-point game helped redefine the NBA ,False,
2186,334,27/02/2018,10:18,HowNowTeam,We featured you in our roundup. ,False,
2187,335,27/02/2018,10:20,LINDS20019595,@curryspcworld @teamknowhow. In middle of questionnaire for job application. Timed out now can't complete it. Tried reapplying to job form scratch still can't complete it ?,False,
2188,336,27/02/2018,10:28,AmeetSG,"@curryspcworld how can you not have any ovens in stock in any of your reading branches?? And the price has been jumped up massively on your cbconx12, where’s the value gone for your customers??",False,
2190,338,27/02/2018,10:45,ISSAboveYou,"Hi *amazing* @Space_Station from @CRSD_HMS Mr. Curry’s Science Classroom ISS-Above in Holland MS (Philly), PA USA 284.6 mi @CarlSaganRox @NASA_Johnson #issabove ",False,
2192,340,27/02/2018,10:53,daisychain140,"#currys #curryspcworld any chance you can have some heating in your stores, just been to Barnsley and Wakefield, both store blinking freezing. Very off putting when browsing for a few items",False,
2193,341,27/02/2018,10:54,sonsi69,"@curryspcworld trying to find item through product number but nothing showing on website, can you help?",False,
2194,342,27/02/2018,10:56,DavidTh60723070,See SouthamptonDThomson Computers being sold at curry’s TheLaw TheLawCourts  ,False,
2195,343,27/02/2018,11:02,DavidTh60723070,See SouthamptonDThomson Computers sold at Curry’s ideal for doing Financial on  ,False,
2196,344,27/02/2018,11:03,realpromocode,#Currys - £10 off Tall Large Kitchen Appliances £249+. - #PromoCode -&gt;  ,False,
2197,345,27/02/2018,11:09,reporteyes1,New post (Five years ago Stephen Curry's 54-point game helped redefine the NBA | Sport) has been published on ReportEyes - ,False,
2198,346,27/02/2018,11:17,Mary1002,"@TeamKnowhowUK @LenardTheBooty Or you could just replace with a safe nutri bullet Currys, how bout that?",False,
2200,348,27/02/2018,11:28,PickPosts,Five years ago Stephen Curry's 54-point game helped redefine the NBA ,False,
2201,349,27/02/2018,11:30,Miss_Peg,@curryspcworld I’ve had my new laptop just over a week. Internet kept cutting out. Did a system restore. Now there’s a boot failure which won’t fix. This isn’t right.,False,
2202,350,27/02/2018,11:30,KingswayWestRP,"Grab big deals on the latest tech with Currys and PC World! 
What are you waiting for? If you're updating to the 21st century, make sure Currys and PC World is your first stop! ",False,
2203,351,27/02/2018,11:41,uktoppromocodes,#Currys – £10 off Tall Large Kitchen Appliances £249+. - #Coupon -&gt; ,False,
2204,352,27/02/2018,11:41,heresd,@curryspcworld @UPSHelp I haven’t ordered anything from Currys and the UPS ref# isn’t valid. Are you aware of this type of spam? ,False,
2205,353,27/02/2018,11:48,SnizlUK,"At @curryspcworld there are huge #SALES on #Gaming and #Electronics, like saving £32.00 on this @microsoft X-Box One and Games Bundle - now there's something to do when you're snowed in! 
#XBoxOne #Gamer #Snow #BeastFromTheEast
",False,
2206,354,27/02/2018,11:49,CNote5,"In curry’s pc world Luton, been stood here for the last 15mins, no staff present to help #curryspcworld",False,
2208,356,27/02/2018,11:51,CNote5,@curryspcworld talk about great customer service.... I think NOT,False,
2209,357,27/02/2018,11:52,teclo,".@curryspcworld your Goji ""truly wireless"" headphones are a complete and utter waste of money. They can't hold a charge and I can never use them. Only a month or so old too. Avoid these headphones like the plague.",False,
2211,359,27/02/2018,12:10,LenardTheBooty,@Mary1002 @TeamKnowhowUK Thanks Mary. I have untold problems with Currys in the past. Why would I troubleshoot something that smells like it’s going to catch fire? I’m not going to touch it!,False,
2212,360,27/02/2018,12:28,0_sanders,"@curryspcworld why is your ‘Know How Support Agreement’ a load of rubbish? The policy says ‘we’ll fix it or replace it’. It’s been 1 month since it was declared unrepairable. 4 phones calls per week, being bounced to department to department! What kind of service is this!",False,
2213,361,27/02/2018,12:35,AbdabMcTavish,"
So @curryspcworld, how do you manage to get pics of 2 different ovens on your website and your ebay sale?",False,
2214,362,27/02/2018,12:39,l3db6h,@curryspcworld Cars have been driving up and down our street all morning and your delivery driver has refused to drive down it for no good reason. He was literally metres away from our door when he called to say he wasn't going any further. I've taken the day off work for this.,False,
2215,363,27/02/2018,12:41,Thom_555,"Life tip - If you're ever going to currys, harvey norman etc wear the dodgiest looking clothes you have. They'll be watching you like a hawk incase you're robbing anything and you'll have someone on hand to help you in seconds",False,
2217,365,27/02/2018,12:44,OccamsBeard,"Steph Currys Mom is  A Freak! Rare Steph Curry Interview  via @YouTube   You see why Steph and Seth Curry have it together.  Their mom is a focused, humble, good person that is totally committed to being a great mom and human being.  She inspires me!",False,
2218,366,27/02/2018,12:54,Adam__Baines,"@curryspcworld im going to collect a laptop reserved online and I’ve just had a call saying their pre set up and I have to pay an extra £40, I’m buying two laptops so £80 in total. That’s not very fair considering I didn’t ask for it and doesn’t state online? Over £1400!",False,
2219,367,27/02/2018,12:59,GBVoucherCodes,Voucher Code Save 5% at Currys PC World at Currys PC World  - Save 5% on all Home Audio and,False,
2224,372,27/02/2018,13:10,THEOriginalMuTt,@curryspcworld @Dyson If I could afford it ,False,
2225,373,27/02/2018,13:12,ADHD____,"@curryspcworld @Dyson Only costs £300 to £400  when you could get a £15 space heater instead!

No hate towards you @curryspcworld just Dyson's stuff is really overpriced sometimes  Much Love ",False,
2227,375,27/02/2018,13:38,AffordableRazor,"@curryspcworld Good news! since your staff in plymouth store were more intersted in talking about last nights TV rather than serving customers - including me, i've just gone and spent the thick end of £3K with one of your competitors on fridge / freezer and range cooker",False,
2228,376,27/02/2018,13:41,bobdazzle340,"@curryspcworld in your shop in the Trafford centre. I make a stock enquiry. Wait ten minutes. Shop assistant yells across the shop “yeah mate. We ain’t got no component cables innit.”
This is why I try to avoid shopping with you.",False,
2230,378,27/02/2018,13:51,Carlicus,"@curryspcworld I have emailed your customer care team but still had no reply. I need to know if I can return a laptop for an exchange, the box has been opened but the laptop has not been used, but it’s not suitable for what I need",False,
2231,379,27/02/2018,13:53,ClarendonShops,Escape from the cold winter weather and lose yourself in the magic of VR thanks to Currys PC World  ,False,
2232,380,27/02/2018,13:54,AmberRoltEG,EXCLUSIVE - Gallagher Retail Park home to the no.1 @curryspcworld in the UK (acc to @DCSebJ ) has been put up for sale for £180m by @QuadrantEstates and KKR via @wilinsonwilliams and @JLLUKRetail. story and number from @JamesChildEG -  ,False,
2233,381,27/02/2018,13:56,AmberRoltEG,EXCLUSIVE - Gallagher Retail Park (home to the no.1 @curryspcworld in the UK acc to @DCSebJ ) has been put up for sale for £180m by @QuadrantEstates and KKR via Wilkinson Williams and @JLLUKRetail. story and number from @JamesChildEG -  … ,False,
2234,382,27/02/2018,14:01,thomas_quinlan,@RobertDyas Did you know that  redirects to @curryspcworld website?,False,
2236,384,27/02/2018,14:14,JamieChidgey,@curryspcworld @TeamKnowhowUK having real issues with your repairs department and one of your engineers. My wife and I have wasted numerous hours trying to sort an issue that should have been sorted. Can someone  please contact me.,False,
2237,385,27/02/2018,14:16,icekidd05,@JohnWallGOAT Lmao walls a beast but currys better by a long shot,False,
2238,386,27/02/2018,14:17,andrewb7448,"#curryspcworld what a set of jokers, they nearly blow my house up with a gas leak they caused by a incorrectly fitted hob and offer me £50!",False,
2240,388,27/02/2018,14:42,ShilpsGautam,@DPD_UK I've spent 8 hours of my life speaking to your unhelpful customer service alongside the clueless staff @curryspcworld  - I don't think you can help,False,
2241,389,27/02/2018,15:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ",False,
2242,390,27/02/2018,15:40,TeamKnowhowUK,"@Carlicus Hi,

As the box has been opened we are unable to accept the item back as a return.

This is as per our terms and conditions - 

AG",False,
2243,391,27/02/2018,15:45,hamjitwins,I still need to go to currys to have them look at my laptop ,False,
2244,392,27/02/2018,15:45,C_Heathcote,@LizzieMFrost It’s just been full of unfortunate goings-on. I go to Currys to get my data recovered only to discover someone had a way to do it myself. Whilst I’m at Currys it starts to snow which I do not like to drive in. And I’m sure the list goes on. Hope all is well with you. ,False,
2245,393,27/02/2018,16:13,Anthony_Donegal,@DirtyChickaNEW Do u like hot currys?,False,
2248,396,27/02/2018,16:21,TeamKnowhowUK,"@CARUSOEUGENIA That's right!

Further details can be found here;



Richard",False,
2249,397,27/02/2018,16:46,EvansMattevans5,@curryspcworld you sent me the wrong item today and yet customer services tell me that I now have to wait a week to receive my correct item?,False,
2250,398,27/02/2018,16:46,OMG_its_GOAT,When ppl started hopping on Currys dick ,False,
2251,399,27/02/2018,16:48,anna_luise,"Massive slow handclap to @curryspcworld for sending me a damaged radiator, forbidding me to use it and telling me you can't replace it. Are you trying to freeze your customers into submission?",False,
2252,400,27/02/2018,16:51,anna_luise,"Massive slow handclap to @curryspcworld @TeamKnowhowUK for sending me a damaged radiator, forbidding me to use it and telling me you can't replace it. Are you trying to freeze your customers into submission?",False,
2253,401,27/02/2018,16:52,CoachHollyRob,"#Victory #breakfast! Remember, just because your #food taste good doesn't mean it can't be healthy.  #AyeshaCurry #RecipeOfTheDay",False,
2254,402,27/02/2018,17:01,solvemymaths,"shitty service @curryspcworld 
do the right thing. ",False,
