;text;sentiment;preprocessed_text
272;No there isn't. This is as clear as currys unanimous map . Harden is clear mvp . Clear ;-1;No there is not This is as clear as currys unanimous map Harden is clear mvp Clear
273;@Miss_F1 @curryspcworld Oh dear! What? your phone doing?;-1;Oh dear What your phone doing
274;@LouisSuddaby23 @curryspcworld Goes from 98% to 19% in less than 5 seconds  then slows down so I end up typing faster than it can handle!e and technology are not a good mix today ;-1;Goes from to in less than seconds then slows down so I end up typing faster than it can handle e and technology are not a good mix today
275;"@BekoUK @curryspcworld  56 #beko on the wall. Set all the width settings , now only 29 on the wall. Does that mean I get a free one?
#freefridgefreezerplease ";-1;on the wall Set all the width settings now only on the wall Does that mean I get a free one
276;@Miss_F1 @curryspcworld Ah mine used to do that before I upgraded. Is it an iPhone? Had similar issues with my 4S!;-1;Ah mine used to do that before I upgraded Is it an iPhone Had similar issues with my 4S
277;@LouisSuddaby23 @curryspcworld I don't do iPhones, you should know that  it's the Samsung Galaxy Note 4! I'm not on contract anymore so I'm not covered and don't know what to do  I have BTCC coming up soon and would prefer my phone to not die on me just a;-1;I do not do iPhones you should know that it has it is the Samsung Galaxy Note I am not on contract anymore so I am not covered and do not know what to do I have BTCC coming up soon and would prefer my phone to not die on me just a
278;@Miss_F1 @curryspcworld My apologies!  Well whatever you do, don? send it into PC World! ;-1;My apologies Well whatever you do don send it into PC World
279;If I? bought a speaker from Currys and it wasn? fit for purpose I? send it back... ;-1;If I bought a speaker from Currys and it wasn fit for purpose I send it back
280;@Prime30Jake Start Kyrie,bench Russ.Cut Curry. Take currys shot away what does he give you? Ill take flatearther since hes the best of the 3;-1;Start Kyrie bench Russ Cut Curry Take currys shot away what does he give you Ill take flatearther since hes the best of the
281;"@curryspcworld go to buy MacBook Pro expecting price promise and trade in to be honoured and advised can? have both in store ! Ts&amp;Cs on web differ so what? going on?. #oneunhappycustomer";-1;go to buy MacBook Pro expecting price promise and trade in to be honoured and advised can have both in store Ts Cs on web differ so what going on
282;Do Currys not bother responding to complaints? @TeamKnowhowUK I contacted you a week ago by phone and was told I would be contacted by store manager within 24 hours after having my time wasted and you wste my time again by not bothering to call. Don't you want my ?? Poor service;-1;Do Currys not bother responding to complaints I contacted you a week ago by phone and was told I would be contacted by store manager within hours after having my time wasted and you wste my time again by not bothering to call Don t you want my Poor service
283;The people who handle customer service for Currys/PCWorld are currently a day behind on the tweets they're replying to, there's that many complaints. Why do so many people keep shopping there?;-1;The people who handle customer service for Currys PCWorld are currently a day behind on the tweets they are replying to there has there is that many complaints Why do so many people keep shopping there
284;@LouisSuddaby23 @curryspcworld I definitely won't be doing that! Just going to have to buy extra portable chargers I think ;-1;I definitely will not be doing that Just going to have to buy extra portable chargers I think
285;I? sure oxford street @curryspcworld is a flagship store selling thousand of  worth of goods but you can? invest in suitable heaters for your staff?? Appalling. ;-1;I sure oxford street is a flagship store selling thousand of worth of goods but you can invest in suitable heaters for your staff Appalling
286;the joy of PC World Know How Team repairing your laptop, ignoring what you told them the fault was and sending it back with just a recovery - you reinstall all your programmes and data and next day exactly same problem crap service #Currys #KnowHow #Knowhowteam @pcworld;-1;the joy of PC World Know How Team repairing your laptop ignoring what you told them the fault was and sending it back with just a recovery you reinstall all your programmes and data and next day exactly same problem crap service
287;@curryspcworld I? sure oxford street @curryspcworld is a flagship store selling thousand of  worth of goods but you can? invest in suitable heaters for your staff?? Appalling.;-1;I sure oxford street is a flagship store selling thousand of worth of goods but you can invest in suitable heaters for your staff Appalling
288;"@Jacob_Rees_Mogg Currys are currently selling an LG 43"" TV for 299 while we're in the Customs Union you cockwomble.";-1;Currys are currently selling an LG TV for while we are in the Customs Union you cockwomble
289;"Currys have been in touch and the laptop is worse than we thought.

I cannot figure out what laptop to buy because I?e no idea about technology. What the heck is thunderbolt 3 - it? all anyone talks about.

I might just go back to pen and paper and call it a day.";-1;Currys have been in touch and the laptop is worse than we thought I cannot figure out what laptop to buy because I e no idea about technology What the heck is thunderbolt it all anyone talks about I might just go back to pen and paper and call it a day
290;Absolutely atrocious service from @curryspcworld and @TeamKnowhowUK have been chasing my order, to be repeatedly told it ?t will be with you soon Only just received a call to say it won? be delivered tonight!Maybe Alex Baldock needs to focus on customer service and accuracy!;-1;Absolutely atrocious service from and have been chasing my order to be repeatedly told it t will be with you soon Only just received a call to say it won be delivered tonight Maybe Alex Baldock needs to focus on customer service and accuracy
291;@curryspcworld *CAUTION* Bush washing machines well known for small items (socks etc) to catch in door seal and returns not accepted;-1;CAUTION Bush washing machines well known for small items socks etc to catch in door seal and returns not accepted
292;@curryspcworld I? sure oxford street @curryspcworld is a flagship store selling thousand of  worth of goods but you can? invest in suitable heaters for your staff?? Appalling.;-1;I sure oxford street is a flagship store selling thousand of worth of goods but you can invest in suitable heaters for your staff Appalling
293;@curryspcworld I? disgusted that you have your employees in freezing cold condition and refuse to close the doors or provide them heaters. ;-1;I disgusted that you have your employees in freezing cold condition and refuse to close the doors or provide them heaters
294;Your @curryspcworld response to my customer service email is making me think I should have paid the extra and gone with @ao;-1;Your response to my customer service email is making me think I should have paid the extra and gone with
295;@scrapegroat @MrKenShabby Just googled L.G.43 flatscreen t.v299 at currys already,Rees Smegg must've confused the price for one of John logie Bairds 1930's originals;-1;Just googled L G flatscreen t v299 at currys already Rees Smegg must have confused the price for one of John logie Bairds s originals
296;@samesfandiari If I had the time, I would never miss a second of currys career.  I wish he would've showed up in the league when I was like 15 so I could be a dumb college kid with nothing to do during his prime;-1;If I had the time I would never miss a second of currys career I wish he would have showed up in the league when I was like so I could be a dumb college kid with nothing to do during his prime
297;@curryspcworld your customer service is a joke. You mess up my delivery on Monday. I rebook for 7-11 tomorrow only for you to text me 5 minutes ago saying 12-4. Explain to me how you are failing constantly????? It needs to be 7-11 as booked.;-1;your customer service is a joke You mess up my delivery on Monday I rebook for tomorrow only for you to text me minutes ago saying Explain to me how you are failing constantly It needs to be as booked
298;@curryspcworld really hope you come good and replace my daughters , she was so exited to have it for her birthday but it doesn? work! Brand new out of the box and doesn? connect to the internet.  Keeping  your customer service excels to avoid any more tea;-1;really hope you come good and replace my daughters she was so exited to have it for her birthday but it doesn work Brand new out of the box and doesn connect to the internet Keeping your customer service excels to avoid any more tea
299;@TeamKnowhowUK  ... Bought a new ELECTRIC freestanding cooker from @curryspcworld online, also paid for install and removal of old one. Have to wait until Saturday now for the install and removal as it was delivered by 2 GAS fitters. Not good !!!;-1;Bought a new ELECTRIC freestanding cooker from online also paid for install and removal of old one Have to wait until Saturday now for the install and removal as it was delivered by GAS fitters Not good
300;Went out to buy a @HP @AMDRyzen laptop from @curryspcworld - didn't, because none of the employees in two different main stores could bot be bothered to help me with getting a stylus for me to try out. Didn't even try.Congrats CurrysPC, you just denied me an 800 purchase. TWICE!;-1;Went out to buy a laptop from did not because none of the employees in two different main stores could bot be bothered to help me with getting a stylus for me to try out Didn t even try Congrats CurrysPC you just denied me an purchase TWICE
301;John Lewis and Currys PC World to sell ARM-based Windows 10 laptops ;0;John Lewis and Currys PC World to sell ARM based Windows laptops
302;@curryspcworld why is it so difficult to get in touch with a store? My repair was given a duplicate ref number and I can_ see where it_ up to need it for work/YT could have just gone to computer repair shop instead;-1;why is it so difficult to get in touch with a store My repair was given a duplicate ref number and I can _ see where it_ up to need it for work YT could have just gone to computer repair shop instead
303;@StinsonHunter because of the Kerry foods factory it stinks of Currys and onions.i wouldn't mind marmite I  it;0;because of the Kerry foods factory it stinks of Currys and onions i would not mind marmite I it
304;@TeamKnowhowUK Hi can I have a link to yours or @curryspcworld online chat;0;Hi can I have a link to yours or online chat
305;@curryspcworld @AmazonUK @GAMEdigital @Logitech @Microsoft  You're featured :);1;0
306;New Advert for Currys PC World, broadcast just now on Travel Channel. Check out our realtime Ad monitoring intelligence   ;0;New Advert for Currys PC World broadcast just now on Travel Channel Check out our realtime Ad monitoring intelligence
307;"Thank you everyone that joined us this morning at our #GDPR Conference at #CurrysPCWorld! It was definitely an early start but thanks to @Croydonjaspers providing us with a delicious breakfast &amp; our amazing caliber of guest speakers I'm sure you all left as full &amp; informed as us! ";1;Thank you everyone that joined us this morning at our Conference at It was definitely an early start but thanks to providing us with a delicious breakfast our amazing caliber of guest speakers I am sure you all left as full informed as us
308;"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ";1;Get your Kitchen Appliances TV Entertainment Cameras Audio Computing PC Accessories Phones Smart Tech From CURRYS PC WORLD
309;@Benchimin I think YOU should be the Currys PC World expert making expert recommendations on their website;-1;I think YOU should be the Currys PC World expert making expert recommendations on their website
310;New Advert for Currys PC World, broadcast just now on Horror Channel. Check out our realtime Ad monitoring intelligence   ;0;New Advert for Currys PC World broadcast just now on Horror Channel Check out our realtime Ad monitoring intelligence
311;@curryspcworld I need help again. I_e sent a dm to the know how team;0;I need help again I_e sent a dm to the know how team
312;"@BarryStantonGB Saw this Brexit themed portable charger - a British invention - in the British owned @curryspcworld (sadly the name has ""curry"" in it, but we can gloss over that)

What d'you think Baz? I purchased it, naturally. ";1;Saw this Brexit themed portable charger a British invention in the British owned sadly the name has curry in it but we can gloss over that What d you think Baz I purchased it naturally
313;@lenovo @curryspcworld Glasgow city centre story poor customer service, poor laptop worst piece of junk ive bought in the last 20years Yoga 510;-1;Glasgow city centre story poor customer service poor laptop worst piece of junk ive bought in the last 20years Yoga
314;John Lewis and Currys PC World to sell ARM-based Windows 10 laptops ;0;John Lewis and Currys PC World to sell ARM based Windows laptops
315;why did @Reevoo take nearly 3 months to send me a review link? ;-1;why did take nearly months to send me a review link
316;John Lewis and Currys PC World to sell ARM-based Windows 10 laptops ;0;John Lewis and Currys PC World to sell ARM based Windows laptops
317;"149.99 Lenovo Star Wars Jedi Virtual Reality Headset @curryspcworld 

Click Here: 

#lenovo #starwarsjedi #vr #gaming #entertainment ";0;Lenovo Star Wars Jedi Virtual Reality Headset Click Here
318;@curryspcworld Never buy from.Currys they are nice toll they have your money then when you take them to court the hide behind different  names . Beware when you sue them you need to sue DLG retail limited. Bunch of crooks;-1;Never buy from Currys they are nice toll they have your money then when you take them to court the hide behind different names Beware when you sue them you need to sue DLG retail limited Bunch of crooks
319;"149.99 Lenovo Star Wars Jedi Virtual Reality Headset @curryspcworld 

Click Here: 

#lenovo #starwarsjedi #vr #gaming #entertainment ";0;Lenovo Star Wars Jedi Virtual Reality Headset Click Here
320;IWANTIT #Bluetooth Wireless Docking Station Free Delivery, 79.99 at #Currys PC World  #lduk via @LatestDealsUK;0;IWANTIT Wireless Docking Station Free Delivery at PC World via
321;"N#currys
Bunch of crooks When suing them you need to Sue DLG retail Ltd as Currys isn't a legal entity.";-1;N Bunch of crooks When suing them you need to Sue DLG retail Ltd as Currys is not a legal entity
322;The Currys - Hollow Bones;-1;The Currys Hollow Bones
323;@lizgifts @curryspcworld Too right just taking them to court they hide under the name Currys Dixon's ect but Beware their legal name is DLG retail Ltd. Crooks;-1;Too right just taking them to court they hide under the name Currys Dixon s ect but Beware their legal name is DLG retail Ltd Crooks
324;IWANTIT #Bluetooth Wireless Docking Station Free Delivery, 79.99 at #Currys PC World  #lduk via @LatestDealsUK;0;IWANTIT Wireless Docking Station Free Delivery at PC World via
325;@Reevoo you sent me it last week, that was the first reply I got from you. The whole Currys/Reevoo experience has been dreadful;-1;you sent me it last week that was the first reply I got from you The whole Currys Reevoo experience has been dreadful
326;John Lewis and Currys PC World to sell ARM-based Windows 10 laptops ;0;John Lewis and Currys PC World to sell ARM based Windows laptops
327;@DCSebJ shocking behaviour from  @curryspcworld my friends washing machine was delivered and installed into the wrong address. When contacting Currys they say she has received the W/machine and investigated so case closed!! She hasn_ received her w/m at a;-1;shocking behaviour from my friends washing machine was delivered and installed into the wrong address When contacting Currys they say she has received the W machine and investigated so case closed She hasn _ received her w m at a
328;@DCSebJ @curryspcworld she has no w/m and they are calling her a liar. No investigation has taken place and no one has been to her house. She is very upset. A mistake has been made by the delivery company and no one is being held accountable. No signature;-1;she has no w m and they are calling her a liar No investigation has taken place and no one has been to her house She is very upset A mistake has been made by the delivery company and no one is being held accountable No signature
329;@TeamKnowhowUK @DCSebJ @curryspcworld I have been contacted by @TeamKnowhowUK already. A letter asking my friend to appeal the decision has been received. It states a full investigation has taken place. How can they say that when they have only investigat;-1;I have been contacted by already A letter asking my friend to appeal the decision has been received It states a full investigation has taken place How can they say that when they have only investigat
330;@TeamKnowhowUK Awesome chat with @curryspcworld online!  They just cut you off! :-( ;-1;Awesome chat with online They just cut you off
331;@jeffers_71 Full details of our returns policy can be found at -  under unwanted products - Nino;0;Full details of our returns policy can be found at under unwanted products Nino
332;New Advert for Currys PC World, broadcast just now on ITV. Check out our realtime Ad monitoring intelligence   ;0;New Advert for Currys PC World broadcast just now on ITV Check out our realtime Ad monitoring intelligence
333;So, woman tells @curryspcworld that her washing machine hasn't been delivered - they tell her it has. And then send this. Shoddy. ;-1;So woman tells that her washing machine has not been delivered they tell her it has And then send this Shoddy
334;I was hoping to trade in an older laptop .. however although inputting all details and have working, Charging and usable laptop  and obtaining a code.. the guy in-store plugged a usb tester in and said did not qualify !! Why ?  @curryspcworld;-1;I was hoping to trade in an older laptop however although inputting all details and have working Charging and usable laptop and obtaining a code the guy in store plugged a usb tester in and said did not qualify Why
335;Top floor job today fridge freezer , Oven and washing machine , some how currys would not even attempt this job... ;-1;Top floor job today fridge freezer Oven and washing machine some how currys would not even attempt this job
336;@DQuteness @TeamKnowhowUK @HP @AMDRyzen Did I read that right? TWICE? I guess @curryspcworld really can't be arsed about their customers. Let's see if I'm right.;-1;Did I read that right TWICE I guess really cannot be arsed about their customers Let s see if I am right
337;@TeamKnowhowUK I was recommended this by a member of @curryspcworld staff !! Very disappointed. I will be giving them a wide berth from now ;-1;I was recommended this by a member of staff Very disappointed I will be giving them a wide berth from now
338;We featured you in our round up @curryspcworld ;1;We featured you in our round up
339;@dinopcuk @daz_black Not even lying xD I was thinking about it because @curryspcworld lied to me about what my PC runs when i bought it then i remembered i was going to buy off you guys but my mother thinks its sketch ordering a pc online xD;-1;Not even lying xD I was thinking about it because lied to me about what my PC runs when i bought it then i remembered i was going to buy off you guys but my mother thinks its sketch ordering a pc online xD
340;"Damion Lee is being added to Team USA for FIBA qualifiers, per @TheSteinLine. Wrote about his comeback trail &amp; upside from the G League Showcase. ";0;Damion Lee is being added to Team USA for FIBA qualifiers per Wrote about his comeback trail upside from the G League Showcase
341;@SavageBombers @daz_black @curryspcworld I'd like to assure your mother that we are a friendly ans trustworthy company, and would never do anything unsavoury nor uncomfortable to upset your shopping experience. :) we like dinosaurs and computers;-1;I had I would like to assure your mother that we are a friendly ans trustworthy company and would never do anything unsavoury nor uncomfortable to upset your shopping experience we like dinosaurs and computers
342;@dinopcuk @daz_black @curryspcworld Only if i had told her that! Now i am stuck with a crappy Asus Desktop that does not even run Minecraft good! If i ever have the chance / money to buy a pc again i will come to you guys! My birthday was last month but s;-1;Only if i had told her that Now i am stuck with a crappy Asus Desktop that does not even run Minecraft good If i ever have the chance money to buy a pc again i will come to you guys My birthday was last month but s
343;@TeamKnowhowUK So is it not normal to plug in a currys usb testing stick in ?... it turned on .. connected to internet he done a few clicks .. and had charger .. but test report from test said not for trade in !! .. we only have the one store here and not;-1;So is it not normal to plug in a currys usb testing stick in it turned on connected to internet he done a few clicks and had charger but test report from test said not for trade in we only have the one store here and not
344;@Lightsout_Los @YoungNiggaTray @lowkeypablo_ @datruth109 @RealSkipBayless @undisputed Boogie is a awful defender lmao...imagine him getting switched on defense and guarding Curry or Steph lmao..I seen AD block Currys 3;-1;Boogie is a awful defender lmao imagine him getting switched on defense and guarding Curry or Steph lmao I seen AD block Currys
345;@Fixxxer2017 @tsimonite @EliotHiggins @jaygambetta @dariogila @curryspcworld No need to wait for it to go on sale. You can already gain access to the IBM Q Experience for free from any web browser. Go ahead, give it a go: ;0;No need to wait for it to go on sale You can already gain access to the IBM Q Experience for free from any web browser Go ahead give it a go
346;"Thank you everyone that joined us this morning at our #GDPR Conference at #CurrysPCWorld! It was definitely an early start but thanks to @Croydonjaspers providing us with a delicious breakfast &amp; our amazing caliber of guest speakers I'm sure you all left as full &amp; informed as us! ";1;Thank you everyone that joined us this morning at our Conference at It was definitely an early start but thanks to providing us with a delicious breakfast our amazing caliber of guest speakers I am sure you all left as full informed as us
347;'Make amazing happen' as a Sales Consultant  Currys PC World @JobsatDC #KingsLynn #KingsLynn #NorfolkJobs See:  ;1;Make amazing happen as a Sales Consultant Currys PC World See
348;Shame if Maplin go under, unlike Currys/PC World, the staff in maplin actually have knowledge of the electrical products they sell.  #maplin;-1;Shame if Maplin go under unlike Currys PC World the staff in maplin actually have knowledge of the electrical products they sell
349;@OmbudServices Hello, I submitted a consumer complaint around the 17th Feb and have not heard anything from you as yet. Unfortunately, I did not make a note of the ref number thinking I would get a confirmation email from you. The company involved is CURR;-1;Hello I submitted a consumer complaint around the 17th Feb and have not heard anything from you as yet Unfortunately I did not make a note of the ref number thinking I would get a confirmation email from you The company involved is CURR
350;@irishhistory Currys;0;0
351;@ZeStormIsHere @Julesywooooolsy @1QueenAvatar1 @Smileygirl19681 @BaconInfidel @BluehandArea Enjoy your stay courtesy of the Queen,not sure if you will like the Currys as much as you own,they tend to be out of a Jar,;-1;Enjoy your stay courtesy of the Queen not sure if you will like the Currys as much as you own they tend to be out of a Jar
352;I recently purchased a heater parts missing took it back girl says we will oder you a new one well after 2 weeks and know phone calls i rang suprise item was there terrible service @curryspcworld;-1;I recently purchased a heater parts missing took it back girl says we will oder you a new one well after weeks and know phone calls i rang suprise item was there terrible service
353;"Just been to Currys to buy an extension cable, the assistant asked me how long I wanted it, I told him ""I want to keep it ya daft git"" #BadJokeThursday";-1;Just been to Currys to buy an extension cable the assistant asked me how long I wanted it I told him I want to keep it ya daft git
354;@CitizensAdvice Hello, I have a complaint about the electrical retailer @curryspcworld and am getting nowhere getting it resolved. Can you advise please?;-1;Hello I have a complaint about the electrical retailer and am getting nowhere getting it resolved Can you advise please
355;@TeamKnowhowUK @DCSebJ @curryspcworld A little one sided. I think totally one sided would be more accurate. They didn_ investigate anything on my friends side. I will pass on the email to my friend.;-1;A little one sided I think totally one sided would be more accurate They didn _ investigate anything on my friends side I will pass on the email to my friend
356;@kathrynhodgen @Donkeybird @curryspcworld Hmm... what is it with these large corporations with appalling customer services - it seems like they are all at it. Too big for their boots, but they forget that sometimes even the smallest of voices can have the;-1;Hmm what is it with these large corporations with appalling customer services it seems like they are all at it Too big for their boots but they forget that sometimes even the smallest of voices can have the
357;Hi would just like to ask are you aware of any scams that say your delivery is still waiting to be collected with you're name? Theres even a order number! We haven't ordered anything and my Dad got a text earlier.  @curryspcworld;-1;Hi would just like to ask are you aware of any scams that say your delivery is still waiting to be collected with you are name Theres even a order number We have not ordered anything and my Dad got a text earlier
358;"Just been to Currys to buy an extension cable, the assistant asked me how long I wanted it, I told him ""I want to keep it ya daft git"" #BadJokeThursday";-1;Just been to Currys to buy an extension cable the assistant asked me how long I wanted it I told him I want to keep it ya daft git
359;At @curryspcworld, we help you get it right. Well, we can help you get it right by teaching you how to pronounce the letter H correctly.;-1;At we help you get it right Well we can help you get it right by teaching you how to pronounce the letter H correctly
360;@Donkeybird @DCSebJ @curryspcworld No problem Lorraine. I will keep an eye out for the email and look forward to speaking with your friend very soon - Nino;1;No problem Lorraine I will keep an eye out for the email and look forward to speaking with your friend very soon Nino
361;"_n Evening w/ The Currys at Fifth &amp; Thomas! - @The_Currys #thecurrys";0;_n Evening w The Currys at Fifth Thomas
362;New Currys sale: Save 70 on cameras over 500  #thatsale;0;New Currys sale Save on cameras over
363;@Donkeybird @curryspcworld I can't believe that they're not investigating further. What a way to treat a paying customer #shameoncurrys;-1;I cannot believe that they are not investigating further What a way to treat a paying customer
364;Shocking service from @curryspcworld delivered my friends washing machine to the wrong address and refuse to refund or investigate properly. No w/machine no refund. Accused her of Lying. Awful awful service. She isn_ on twitter so tweeting for her. ;-1;Shocking service from delivered my friends washing machine to the wrong address and refuse to refund or investigate properly No w machine no refund Accused her of Lying Awful awful service She isn _ on twitter so tweeting for her
365;@curryspcworld *CAUTION* Bush washing machines well known for small items (socks etc) to catch in door seal and returns not accepted;-1;CAUTION Bush washing machines well known for small items socks etc to catch in door seal and returns not accepted
366;@curryspcworld please could you check on the status of my refund? its been 5 working days - PCW1623892367;0;please could you check on the status of my refund its been working days PCW
367;I'm having a problem can you help? @curryspcworld;-1;I am having a problem can you help
368;"iD Mobile launches Wi-Fi Calling - HEXUS

iD Mobile launches Wi-Fi Calling
HEXUS
Dixons Carphone's primary brands include Carphone Warehouse and CurrysPCWorld in the UK &amp; Ireland, Elkj_, Elkj_ Phonehouse, Elgiganten, Elgiganten Phone House, Gigantti an ";0;iD Mobile launches Wi Fi Calling HEXUS iD Mobile launches Wi Fi Calling HEXUS Dixons Carphone s primary brands include Carphone Warehouse and CurrysPCWorld in the UK Ireland Elkj _ Elkj _ Phonehouse Elgiganten Elgiganten Phone House Gigantti an
369;@curryspcworld Our @HumaxUK HDR-1000S is no longer fit for purpose, within 1 year of purchase. Channels were listed on the box, but due to an absence in the @freesat_tv guide metadata this is no longer the case. If the satellite frequency is still transmi;-1;Our HDR 1000S is no longer fit for purpose within year of purchase Channels were listed on the box but due to an absence in the guide metadata this is no longer the case If the satellite frequency is still transmi
370;@ClareMBunting @curryspcworld Ignore it if you don't know about it it ain't real is it? ;-1;Ignore it if you do not know about it it are not real is it
371;"Currys PC World 
Your advert is horrendous.
What were you thinking? 
I just turn the telly off when that bird with the screechy voice comes on!";-1;Currys PC World Your advert is horrendous What were you thinking I just turn the telly off when that bird with the screechy voice comes on
372;@robertthomas493 @curryspcworld Nope just deleted just wondered if Currys knew that's all lol;-1;Nope just deleted just wondered if Currys knew that has that is all lol
373;@curryspcworld I am having trouble tracking my order, can you help?;-1;I am having trouble tracking my order can you help
374;@curryspcworld trade in of at least 50 on your website for computer but instore hopeless! Walked out and will go elsewhere!;-1;trade in of at least on your website for computer but instore hopeless Walked out and will go elsewhere
375;@curryspcworld 1/2price promise? Bought a tv from you last week 14th. Was told that if it was available cheaper in the next 7 days I would be entitled to the difference back. The product went down in price on the 6th day 20th,  I can_ get money back becau;-1;price promise Bought a tv from you last week 14th Was told that if it was available cheaper in the next days I would be entitled to the difference back The product went down in price on the 6th day 20th I can _ get money back becau
376;If you want a damaged product, absolutely useless delivery, garbage customer service, then please feel free to shop at @curryspcworld and @TeamKnowhowUK for non existent technical support;-1;If you want a damaged product absolutely useless delivery garbage customer service then please feel free to shop at and for non existent technical support
377;@curryspcworld 2/2 receipt in on the 8th day. Surely as the product went down in price during the promise period you should stick to your word and refund that money. Nowhere online does it say anything about going against yourself, only competitors for pr;-1;receipt in on the 8th day Surely as the product went down in price during the promise period you should stick to your word and refund that money Nowhere online does it say anything about going against yourself only competitors for pr
378;"#Currys - 10% off Marked Price on All Kenwood Large Kitchen Appliances Over 250. - #PromoCode -&gt;  ";0;off Marked Price on All Kenwood Large Kitchen Appliances Over
379;"#Currys - 10% off marked price on selected Windows Laptops, Desktops and Monitors. - #PromoCode -&gt;  ";0;off marked price on selected Windows Laptops Desktops and Monitors
380;Wow the biggest deals on the latest tech now on @curryspcworld - You won't get it cheaper plus you'll generate free donations for us shopping via @GiveasyouLive  ;1;Wow the biggest deals on the latest tech now on You will not get it cheaper plus you shall you will generate free donations for us shopping via
381;Wow the biggest deals on the latest tech now on @curryspcworld - You won't get it cheaper plus you'll generate free donations for us shopping via @GiveasyouLive  ;1;Wow the biggest deals on the latest tech now on You will not get it cheaper plus you shall you will generate free donations for us shopping via
382;Wow the biggest deals on the latest tech now on @curryspcworld - You won't get it cheaper plus you'll generate free donations for us shopping via @GiveasyouLive  ;1;Wow the biggest deals on the latest tech now on You will not get it cheaper plus you shall you will generate free donations for us shopping via
383;@honeyglowoman @cher HERE IN CANADA ITS CALLED  MICHAELS OR CURRYS for Art Supplies ;0;HERE IN CANADA ITS CALLED MICHAELS OR CURRYS for Art Supplies
384;"@phillipegreen @lennythepen Their problem, not ours
They could detour or call it off, for all I care

I don't want to be watching the 2023 #LondonMarathon sat outside Currys with the kids

I'd rather receive bad PR than have to fill out a good C";-1;Their problem not ours They could detour or call it off for all I care I do not want to be watching the sat outside Currys with the kids I had I would rather receive bad PR than have to fill out a good C
385;The best fridge-freezers under 2,000, as chosen by @GHInstituteUK can be found in @johnlewisretail @curryspcworld and @ukappliances ;1;The best fridge freezers under as chosen by can be found in and
386;Currys sale this weekend: Take advantage of payday savings at Currys PC World ;1;Currys sale this weekend Take advantage of payday savings at Currys PC World
387;"@phillipegreen @lennythepen Their problem, not ours
They could detour or call it off, for all I care

I don't want to be watching the 2023 #LondonMarathon sat outside Currys with the kids

I'd rather receive bad PR than have to fill out a good C";-1;Their problem not ours They could detour or call it off for all I care I do not want to be watching the sat outside Currys with the kids I had I would rather receive bad PR than have to fill out a good C
388;"@PullOutKing_ @MrQDurham @ShannonSharpe This era &gt; that era this era of basketball is way better all they did back then was hack u and foul they wasn_ good at basketball they was playing jail ball they didn_ have no kds back or westbrooks or currys or ";1;This era that era this era of basketball is way better all they did back then was hack u and foul they wasn _ good at basketball they was playing jail ball they didn _ have no kds back or westbrooks or currys or
389;What_ going on with the @curryspcworld advert ? What is a Haitch P laptop? The least you could do would be to get someone who can speak the language properly #grammar #itsaitch;-1;What _ going on with the advert What is a Haitch P laptop The least you could do would be to get someone who can speak the language properly
390;I got a text this morning, my order is on it_ way.  Still waiting DPD.  #curryspcworld #DPD #OverPromising #UnderDelivering;-1;I got a text this morning my order is on it_ way Still waiting DPD
391;@AlexSmith1964 @SplinterPc @technideb52 @Smileygirl19681 @pazzalou @ElContador2000 @ultimateOne @JeSuisDog @1QueenAvatar1 @SuzieSzabo2 @dizzypamtex @WestmonsterUK @Whistlingghost @Hells4Heroes @FeistyRealist @KTHopkins All that cooking man, mask the smell;-1;All that cooking man mask the smell
392;"#Currys  10% off marked price on selected Windows Laptops, Desktops and Monitors. - #Coupon -&gt; ";0;off marked price on selected Windows Laptops Desktops and Monitors
393;@curryspcworld expecting delivery today 15.30 - 19.30. Driver called at 16.15 was 10 miles away. No show. No answer from phone. #poorcustomerservice #curryspcworld #currys #customercare #mywifewillgomad;-1;expecting delivery today Driver called at was miles away No show No answer from phone
394;"#Currys - 100 off When You Buy 2 or More Miele Large Kitchen Appliances. - #PromoCode -&gt;  ";0;off When You Buy or More Miele Large Kitchen Appliances
395;@Bangorrang I usually just (really carefully) slice a third or less off one and chuck it in homemade soups, stews or currys. The stock hydrates it and the heat seems to get dissipated evenly. There_ no real science, usually wing it and say _aaay! or wing ;0;I usually just really carefully slice a third or less off one and chuck it in homemade soups stews or currys The stock hydrates it and the heat seems to get dissipated evenly There _ no real science usually wing it and say _aaay or wing
396;Bought  a laptop 6 or so months ago from @curryspcworld. Noticed my account debited 30 by @TeamKnowhowUK but don't know what for. Never been told it comes with Cloud account. May I know what's happening?;-1;Bought a laptop or so months ago from Noticed my account debited by but do not know what for Never been told it comes with Cloud account May I know what has what is happening
397;"#Currys  10% off Marked Price on All Kenwood Large Kitchen Appliances Over 250. - #Coupon -&gt; ";0;off Marked Price on All Kenwood Large Kitchen Appliances Over
398;"#Currys  100 off When You Buy 2 or More Miele Large Kitchen Appliances. - #Coupon -&gt; ";0;off When You Buy or More Miele Large Kitchen Appliances
399;"#Currys  100 off When You Buy 2 or More Miele Large Kitchen Appliances. - #Coupon -&gt; ";0;off When You Buy or More Miele Large Kitchen Appliances
